gen,chromosome size,parameters,runtime,best_child_cost,best_gen
44,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.090253,976.9452497735258,1
45,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.091776,976.9452497735258,1
46,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.093304,976.9452497735258,1
47,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.094844,976.9452497735258,1
48,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.096356,976.9452497735258,1
49,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.098098,976.9452497735258,1
50,100,"{'prob of mutation': 0.001, 'mutation': 'swap', 'elites': True, 'elite size': 5}",0:00:00.099626,976.9452497735258,1
0,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.001501,968.14264910975,0
1,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.003106,968.14264910975,0
2,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.004697,968.14264910975,0
3,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.006266,968.14264910975,0
4,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.007856,968.14264910975,0
5,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.009439,968.14264910975,0
6,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.011016,968.14264910975,0
7,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.012618,968.14264910975,0
8,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.014196,968.14264910975,0
9,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.015758,968.14264910975,0
10,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.017307,968.14264910975,0
11,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.018881,968.14264910975,0
12,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.020433,968.14264910975,0
13,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.021941,968.14264910975,0
14,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.023555,968.14264910975,0
15,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.025106,968.14264910975,0
16,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.026627,968.14264910975,0
17,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.028202,968.14264910975,0
18,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.029768,968.14264910975,0
19,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.031314,968.14264910975,0
20,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.032851,968.14264910975,0
21,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.034365,968.14264910975,0
22,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.035906,968.14264910975,0
23,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.037406,968.14264910975,0
24,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.038978,968.14264910975,0
25,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.040538,968.14264910975,0
26,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.042093,968.14264910975,0
27,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.043622,968.14264910975,0
28,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.045152,968.14264910975,0
29,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.046686,968.14264910975,0
30,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.048235,968.14264910975,0
31,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.049708,968.14264910975,0
32,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.051142,968.14264910975,0
33,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.052587,968.14264910975,0
34,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.054030,968.14264910975,0
35,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.055427,968.14264910975,0
36,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.056847,968.14264910975,0
37,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.058205,968.14264910975,0
38,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.059305,968.14264910975,0
39,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.060252,968.14264910975,0
40,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.061099,968.14264910975,0
41,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.061716,968.14264910975,0
42,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.062277,968.14264910975,0
43,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.062835,968.14264910975,0
44,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.063385,968.14264910975,0
45,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.063939,968.14264910975,0
46,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.064488,968.14264910975,0
47,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.065042,968.14264910975,0
48,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.065595,968.14264910975,0
49,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': False, 'elite size': 50}",0:00:00.066145,968.14264910975,0
0,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.002797,964.1590155384656,0
1,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.005925,964.1590155384656,0
2,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.008918,964.1590155384656,0
3,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.011953,964.1590155384656,0
4,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.014950,954.9771464223845,4
5,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.017909,954.9771464223845,4
6,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.020863,954.9771464223845,4
7,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.023900,954.9771464223845,4
8,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.026906,952.0128490741411,8
9,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.029844,952.0128490741411,8
10,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.032801,951.5447658439564,10
11,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.035741,951.5447658439564,10
12,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.038589,948.4783009268169,12
13,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.041483,945.4103303445083,13
14,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.044378,943.6667700416442,14
15,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.047200,943.6667700416442,14
16,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.050060,943.6667700416442,14
17,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.052865,942.5597270941018,17
18,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.055736,942.5597270941018,17
19,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.058605,942.5597270941018,17
20,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.061351,942.5597270941018,17
21,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.064075,942.5597270941018,17
22,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.066851,942.5597270941018,17
23,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.069535,942.5597270941018,17
24,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.072180,942.5597270941018,17
25,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.074765,942.5597270941018,17
26,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.077203,942.5597270941018,17
27,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.079439,942.5597270941018,17
28,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.081695,942.5597270941018,17
29,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.083802,942.5597270941018,17
30,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.085890,942.5597270941018,17
31,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.087974,942.5597270941018,17
32,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.089966,942.5597270941018,17
33,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.091865,942.5597270941018,17
34,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.093595,942.5597270941018,17
35,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.095148,942.5597270941018,17
36,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.096636,942.5597270941018,17
37,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.098095,942.5597270941018,17
38,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.099851,942.5597270941018,17
39,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.101429,942.5597270941018,17
40,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.102819,942.5597270941018,17
41,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.104229,942.5597270941018,17
42,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.105202,942.5597270941018,17
43,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.106168,942.5597270941018,17
44,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.107171,942.5597270941018,17
45,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.108510,942.5597270941018,17
46,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.109958,942.5597270941018,17
47,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.111412,942.5597270941018,17
48,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.112871,942.5597270941018,17
49,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.114318,942.5597270941018,17
50,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.115762,942.5597270941018,17
51,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.117221,942.5597270941018,17
52,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.118658,942.5597270941018,17
53,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.120101,942.5597270941018,17
54,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.121551,942.5597270941018,17
55,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.122992,942.5597270941018,17
56,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.124451,942.5597270941018,17
57,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.125915,942.5597270941018,17
58,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.127319,942.5597270941018,17
59,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.128762,942.5597270941018,17
60,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.130200,942.5597270941018,17
61,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.131653,942.5597270941018,17
62,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.133100,942.5597270941018,17
63,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.134546,942.5597270941018,17
64,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.135996,942.5597270941018,17
65,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.137436,942.5597270941018,17
66,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.138870,942.5597270941018,17
0,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.003143,976.6553830948249,0
1,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.006399,976.6553830948249,0
2,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.009621,949.6131086427556,2
3,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.012842,949.6131086427556,2
4,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.016064,949.6131086427556,2
5,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.019301,949.6131086427556,2
6,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.022489,949.6131086427556,2
7,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.025660,949.6131086427556,2
8,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.028813,949.2886910203144,8
9,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.031940,944.5320839365756,9
10,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.035120,944.5320839365756,9
11,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.038245,943.4179261469371,11
12,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.041358,943.093508524496,12
13,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.044498,943.093508524496,12
14,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.047587,943.093508524496,12
15,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.050704,938.9848874277843,15
16,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.053863,938.9848874277843,15
17,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.057042,927.9530331286135,17
18,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.060101,927.9530331286135,17
19,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.063194,922.8202896151611,19
20,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.066279,922.8202896151611,19
21,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.069428,922.8202896151611,19
22,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.072524,922.8202896151611,19
23,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.075566,921.3817142030814,23
24,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.078609,921.3817142030814,23
25,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.081726,921.3817142030814,23
26,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.084709,921.3817142030814,23
27,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.087659,921.3817142030814,23
28,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.090646,921.3817142030814,23
29,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.093431,921.3817142030814,23
30,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.096112,921.3817142030814,23
31,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.098815,921.3817142030814,23
32,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.101350,921.3817142030814,23
33,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.103880,921.3817142030814,23
34,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.106208,921.3817142030814,23
35,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.108409,921.3817142030814,23
36,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.109858,921.3817142030814,23
37,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.110896,921.3817142030814,23
38,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.111919,921.3817142030814,23
39,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.112937,921.3817142030814,23
40,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.113956,921.3817142030814,23
41,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.114975,921.3817142030814,23
42,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.115996,921.3817142030814,23
43,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.117014,921.3817142030814,23
44,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.118029,921.3817142030814,23
45,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.119045,921.3817142030814,23
46,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.120064,921.3817142030814,23
47,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.121084,921.3817142030814,23
48,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.122102,921.3817142030814,23
49,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.123125,921.3817142030814,23
50,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.124144,921.3817142030814,23
51,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.125170,921.3817142030814,23
52,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.126187,921.3817142030814,23
53,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.127201,921.3817142030814,23
54,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.128220,921.3817142030814,23
55,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.129240,921.3817142030814,23
56,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.130278,921.3817142030814,23
57,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.131703,921.3817142030814,23
58,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.133217,921.3817142030814,23
59,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.134749,921.3817142030814,23
60,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.136273,921.3817142030814,23
61,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.137805,921.3817142030814,23
62,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.139340,921.3817142030814,23
63,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.140873,921.3817142030814,23
64,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.142394,921.3817142030814,23
65,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.143913,921.3817142030814,23
66,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.145450,921.3817142030814,23
67,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.146980,921.3817142030814,23
68,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.148511,921.3817142030814,23
69,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.150050,921.3817142030814,23
70,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.151574,921.3817142030814,23
71,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.153146,921.3817142030814,23
72,100,"{'prob of mutation': 0.001, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.154676,921.3817142030814,23
0,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.001569,964.2847803506247,0
1,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.003174,964.2847803506247,0
2,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.004743,964.2847803506247,0
3,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.006290,964.2847803506247,0
4,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.007828,964.2847803506247,0
5,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.009438,964.2847803506247,0
6,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.011011,964.2847803506247,0
7,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.012615,964.2847803506247,0
8,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.014178,964.2847803506247,0
9,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.015770,964.2847803506247,0
10,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.017332,964.2847803506247,0
11,100,"{'prob of mutation': 0.01, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.018907,964.2847803506247,0
